date,dy
2016-08-31,1.7885449313640074
2016-09-30,1.7514620441986386
2016-10-31,1.7389816735138002
2016-11-30,1.7609408469200882
2016-12-31,2.347577883556818
2017-01-31,2.2681951922610635
2017-02-28,2.238973828952452
2017-03-31,2.227235479823868
2017-04-30,2.211774872125956
2017-05-31,2.1524231483254628
2017-06-30,2.079625603410893
2017-07-31,2.037471207502917
2017-08-31,2.039333414832224
2017-09-30,2.002727219164388
2017-10-31,1.9023346261040748
2017-11-30,1.862325514812808
2017-12-31,1.4839305521212602
2018-01-31,1.4129640251214362
2018-02-28,1.4562299251291722
2018-03-31,1.4655894448467677
2018-04-30,1.466556115393421
2018-05-31,1.4886503898116374
2018-06-30,1.752377602389155
2018-07-31,1.733815217097547
2018-08-31,1.743046991629443
2018-09-30,1.6848778154786117
2018-10-31,1.850477757084672
2018-11-30,1.8337588238494016
2018-12-31,2.000420278304694
2019-01-31,1.8681154327947145
2019-02-28,1.8653658260500523
2019-03-31,1.853094221020212
2019-04-30,1.8296880708834744
2019-05-31,1.9233935597172216
2019-06-30,1.898559909115607
2019-07-31,1.906594466392333
2019-08-31,1.9217989618630087
2019-09-30,1.8262849505792145
2019-10-31,1.7659067046432446
2019-11-30,1.7436210296554897
2019-12-31,2.331270983411979
2020-01-31,2.3914203491136417
2020-02-29,2.607713412788742
2020-03-31,2.7962039063248127
2020-04-30,2.6681706919315475
2020-05-31,2.492411010451617
2020-06-30,2.401527102968615
2020-07-31,2.4276065205067154
2020-08-31,2.2732136964002208
2020-09-30,2.232806198430356
2020-10-31,2.2646269095307057
2020-11-30,2.048328066361017
2020-12-31,1.1754809201381102
2021-01-31,1.185482649228842
2021-02-28,1.164108441145059
2021-03-31,1.1590118112578651
2021-04-30,1.177921848082637
2021-05-31,1.1579977189753097
2021-06-30,1.2722718771734247
2021-07-31,1.2804238788553948
2021-08-31,1.2562755215673458
2021-09-30,1.223192182856634
2021-10-31,1.2562755215673458
2021-11-30,1.2954808663592132
2021-12-31,2.312488249686469
2022-01-31,2.416419870849997
2022-02-28,2.4601873470663693
2022-03-31,2.5132962714399074
2022-04-30,2.7347968381298515
2022-05-31,2.688267473220692
2022-06-30,2.9882276479016285
2022-07-31,2.811541580079288
2022-08-31,2.9458495215588845
2022-09-30,3.2316907022453587
2022-10-31,3.157993169790488
2022-11-30,2.829176954243158
2022-12-31,1.3518424417762478
2023-01-31,1.254377034413
2023-02-28,1.3155935869894149
2023-03-31,1.2539494953223338
2023-04-30,1.2507528416849445
2023-05-31,1.2402140181734116
2023-06-30,0.978120187634602
2023-07-31,0.954677436436716
2023-08-31,0.9822461062214448
2023-09-30,1.0042401889289587
2023-10-31,1.0268935588138457
2023-11-30,0.967028362547368
2023-12-31,2.1905502179192684
2024-01-31,2.122064451714272
2024-02-29,2.032724169309101
2024-03-31,1.9691927116645944
2024-04-30,2.088626437981759
2024-05-31,2.0371450080912177
2024-06-30,2.165889702195558
2024-07-31,2.082574221211545
2024-08-31,2.053637440657694
2024-09-30,2.065981004062521
2024-10-31,2.171298843291932
2024-11-30,2.120825066198458
2024-12-31,2.4649832948857666
2025-01-31,2.4213201237575657
2025-02-28,2.415662135782642
2025-03-31,2.412490981369728
2025-04-30,2.3155589338307307
2025-05-31,2.231521544780388
2025-06-30,2.3025913421381103
2025-07-31,2.344815017510651
2025-08-31,2.205228279243316
2025-09-30,2.152166525999374
2025-10-31,2.0686073681710067
2025-11-30,2.079572114097795
2025-12-31,4.547736767359925
2026-01-31,4.283530551305906
2026-02-28,3.975145891006208
2026-03-31,4.34846306442703
2026-04-30,4.121035331957861
2026-05-31,3.949916562206108
2026-06-30,3.755799385851414
