date,dy
2016-08-04,0.2007899062593061
2016-08-05,0.2021906888992329
2016-08-08,0.1995816660264255
2016-08-09,0.1972281522740072
2016-08-10,0.1984331607340609
2016-08-11,0.2009666926629484
2016-08-12,0.2001820097215855
2016-08-15,0.1948223617855667
2016-08-16,0.1945369494279555
2016-08-17,0.1929413647261518
2016-08-18,0.1941408001231521
2016-08-19,0.1923740482798074
2016-08-22,0.1961290743641779
2016-08-23,0.1955943820995179
2016-08-24,0.1943797187512353
2016-08-25,0.2002259722086294
2016-08-26,0.2006675185759386
2016-08-29,0.2013266807132642
2016-08-30,0.2020606497696581
2016-08-31,0.2025605138433466
2016-09-01,0.2047789000841207
2016-09-02,0.2052020892695047
2016-09-05,0.2049415459921265
2016-09-06,0.2026849033149808
2016-09-07,0.2036552093745191
2016-09-08,0.2039064902091799
2016-09-09,0.2041899009045517
2016-09-12,0.2089891733387066
2016-09-13,0.2086320983995425
2016-09-14,0.2080272739261709
2016-09-19,0.2050151053169578
2016-09-20,0.2061943259833395
2016-09-21,0.206202115861419
2016-09-22,0.206189414993367
2016-09-23,0.207298308142853
2016-09-26,0.2114169029412907
2016-09-27,0.2107364295303618
2016-09-28,0.2112812613856639
2016-09-29,0.2107106138238253
2016-09-30,0.2088431484579463
2016-10-10,0.2074165644257403
2016-10-11,0.2073238082791063
2016-10-12,0.2080599799783448
2016-10-13,0.2085638599478845
2016-10-14,0.209828207215338
2016-10-17,0.2116671119145063
2016-10-18,0.2089071663767602
2016-10-19,0.2098137321084416
2016-10-20,0.2091808376097594
2016-10-21,0.2097945580579997
2016-10-24,0.2078755438673629
2016-10-25,0.2074523423797615
2016-10-26,0.2094299756899599
2016-10-27,0.2094308521249191
2016-10-28,0.2096572192781515
2016-10-31,0.2092976439562104
2016-11-01,0.2088253248307576
2016-11-02,0.2121917135448077
2016-11-03,0.2127032672737272
2016-11-04,0.2135059472700436
2016-11-07,0.2158974296816108
2016-11-08,0.2131303383017526
2016-11-09,0.216253790990012
2016-11-10,0.2143869706221788
2016-11-11,0.2137743046851924
2016-11-14,0.2115187515691471
2016-11-15,0.2103539501320092
2016-11-16,0.2078651410192324
2016-11-17,0.2102820996607292
2016-11-18,0.2112237339596807
2016-11-21,0.2122803341313522
2016-11-22,0.2104170132700962
2016-11-23,0.2120539544152956
2016-11-24,0.2135762501289071
2016-11-25,0.2134739379654753
2016-11-28,0.214095420230023
2016-11-29,0.2152231003529885
2016-11-30,0.2147209014497315
2016-12-01,0.2144546870366648
2016-12-02,0.216501195732441
2016-12-05,0.2160276676709669
2016-12-06,0.2185439168317305
2016-12-07,0.2174400503962282
2016-12-08,0.219282986967462
2016-12-09,0.22043337105468
2016-12-12,0.2129166053386131
2016-12-13,0.2141016983047128
2016-12-14,0.2155735471889512
2016-12-15,0.2148456993208801
2016-12-16,0.2123472095531028
2016-12-19,0.2137443888227817
2016-12-20,0.2137913819414044
2016-12-21,0.2133796241132291
2016-12-22,0.2144768537039826
2016-12-23,0.215493986227985
2016-12-26,0.2165979369426259
2016-12-27,0.216448817473673
2016-12-28,0.2173365881189414
2016-12-29,0.2178558078670192
2016-12-30,0.218288716082987
2017-01-03,0.2173372864787685
2017-01-04,0.213869323350818
2017-01-05,0.2150167259457465
2017-01-06,0.2168828614355686
2017-01-09,0.2172481554561743
2017-01-10,0.217402455519605
2017-01-11,0.219691831979024
2017-01-12,0.2215060700527191
2017-01-13,0.2246650713158317
2017-01-16,0.2334054924381304
2017-01-17,0.2277284472975949
2017-01-18,0.2297185801669489
2017-01-19,0.2297516580442448
2017-01-20,0.2248404233513358
2017-01-23,0.2237561955180585
2017-01-24,0.2271634074447219
2017-01-25,0.2262160284995082
2017-01-26,0.2229781937444888
2017-02-03,0.2250459723204523
2017-02-06,0.2243094755598749
2017-02-07,0.2263623785318847
2017-02-08,0.2256764637182668
2017-02-09,0.2247073202945319
2017-02-10,0.2265231599907808
2017-02-13,0.2255776132694514
2017-02-14,0.2251558082382384
2017-02-15,0.2289111560148832
2017-02-16,0.2290014898096872
2017-02-17,0.2308306190844075
2017-02-20,0.2298992816545613
2017-02-21,0.2250717167510893
2017-02-22,0.2252576488004864
2017-02-23,0.2239940221566116
2017-02-24,0.2206657521889005
2017-02-27,0.2207657078777331
2017-02-28,0.2205142865405006
2017-03-01,0.2190188499733577
2017-03-02,0.2215793514866776
2017-03-03,0.2237158801469434
2017-03-06,0.2212276205532723
2017-03-07,0.2206696563135326
2017-03-08,0.2222960317244764
