date,000300,000688,000922,000015,399989,931071,000069,930781,399975,399967,931066,930598,000819,950125,931637,399986,930633,931946
2025-07-01,0.17,-0.86,0.81,0.83,0.8,-0.77,0.32,-0.69,-0.46,-0.16,-0.76,0.11,1.5,0.8,,1.54,-0.45,0.47
2025-07-02,0.02,-1.22,0.72,0.78,-0.84,-1.99,-0.23,-0.96,-0.43,-1.97,-2.1,-0.64,0.9,-2.39,-0.96,0.75,-0.09,0.8
2025-07-03,0.62,0.24,-0.01,-0.13,0.08,0.99,0.5,0.27,0.66,0.26,-0.23,0.35,0.18,-0.57,-1.38,-0.04,-0.32,0.67
2025-07-04,0.36,-0.01,0.51,0.66,0.0,-0.38,0.29,-0.82,0.0,-0.67,-0.11,-1.69,-1.5,0.88,-0.34,1.86,-0.21,0.17
2025-07-07,-0.43,-0.66,0.44,0.28,-0.65,-1.2,-0.61,0.18,0.09,0.2,0.38,0.19,-0.88,0.45,0.07,0.41,0.23,-0.35
2025-07-08,0.84,1.4,-0.05,-0.19,1.06,2.66,0.49,1.35,1.19,0.67,0.44,1.92,1.07,0.71,2.09,-0.25,0.39,0.16
2025-07-09,-0.18,-0.89,0.32,0.35,-0.02,-0.65,0.48,1.21,-0.5,-0.85,-0.58,-1.49,-2.06,-0.6,-1.28,0.32,-0.16,0.76
2025-07-10,0.47,-0.32,0.62,0.52,0.43,-0.26,-0.04,-0.14,1.21,-0.32,-0.43,3.36,1.37,-0.45,0.09,0.94,0.58,-0.04
2025-07-11,0.12,1.48,-0.73,-0.73,2.08,0.79,0.47,0.06,2.42,1.36,0.93,5.17,1.84,0.98,0.64,-2.36,0.3,0.49
2025-07-14,0.07,-0.21,0.49,0.63,-0.49,0.11,0.44,-1.08,-1.14,-0.54,-0.62,-0.2,0.55,-0.84,1.13,0.46,-0.53,0.02
2025-07-15,0.03,0.39,-1.16,-1.15,0.11,4.8,0.07,-0.85,-0.45,-0.27,-0.41,-0.99,-1.07,-0.81,3.49,-0.96,-1.19,-1.28
2025-07-16,-0.3,0.14,-0.43,-0.43,0.13,0.44,0.08,1.11,-0.46,-0.19,-0.33,-0.25,-0.34,-0.03,-0.47,-0.71,0.29,0.81
2025-07-17,0.68,0.8,-0.08,-0.35,1.4,1.92,0.93,0.76,0.56,2.66,3.56,1.21,0.4,0.24,0.16,-0.4,0.23,0.59
2025-07-18,0.6,0.19,0.34,0.28,0.86,0.36,0.57,0.14,0.43,0.93,1.49,3.63,2.48,0.88,2.49,0.62,0.69,0.18
2025-07-21,0.67,0.04,1.26,0.75,0.09,0.01,-0.15,0.28,1.32,0.92,0.4,3.16,2.78,-0.19,0.3,-0.81,0.89,2.14
2025-07-22,0.82,0.83,1.64,1.61,0.68,-0.82,0.79,0.2,0.21,0.0,0.01,0.21,2.25,1.01,-0.79,-1.0,0.94,2.0
2025-07-23,0.02,0.45,-0.36,-0.02,0.88,0.05,0.19,-0.7,1.02,-1.33,-1.77,0.24,-0.24,2.76,2.46,0.38,-0.19,-0.46
2025-07-24,0.71,1.17,0.42,0.26,3.04,0.64,1.1,1.88,2.56,1.8,1.9,5.2,3.19,1.75,0.81,-1.44,3.44,-0.42
2025-07-25,-0.53,2.07,-0.65,-0.47,0.9,1.84,-0.99,0.6,-0.32,0.14,0.23,0.49,-0.01,0.94,-1.5,-0.18,-1.15,-0.1
2025-07-28,0.21,0.09,-1.09,-1.26,0.45,0.23,0.79,1.21,0.67,1.46,1.52,1.54,-0.48,-0.66,-0.46,0.01,-0.7,-0.29
2025-07-29,0.39,1.45,-0.04,-0.17,2.09,2.86,0.92,-0.41,0.3,1.06,1.57,-0.62,-0.16,1.71,-0.24,-1.2,-0.36,-1.2
2025-07-30,-0.02,-1.11,0.2,0.45,-0.22,-1.16,0.29,1.26,-1.17,-1.24,-1.35,-1.41,-0.56,-1.31,-0.93,0.63,0.33,0.7
2025-07-31,-1.82,-1.01,-1.73,-1.62,-1.53,0.76,-1.92,-1.99,-2.33,-0.53,-0.77,-2.82,-3.46,-1.99,-0.33,-0.53,-1.84,-1.73
2025-08-01,-0.51,-1.06,0.0,-0.07,-0.63,-1.27,-0.47,1.14,-0.76,-1.34,-1.97,-1.88,-0.35,-1.12,-1.45,0.25,-0.53,-0.06
