Date,IndexClose,Bond_Yield_10Y,PE,ERP,IndexCode,IndexName,Currency,BondCode
2005-04-08,944.76,,,,399967,中证军工,CNY,CN10Y
2005-04-11,941.72,,,,399967,中证军工,CNY,CN10Y
2005-04-12,919.88,,,,399967,中证军工,CNY,CN10Y
2005-04-13,943.69,,,,399967,中证军工,CNY,CN10Y
2005-04-14,931.32,,,,399967,中证军工,CNY,CN10Y
2005-04-15,906.8,,,,399967,中证军工,CNY,CN10Y
2005-04-18,899.32,,,,399967,中证军工,CNY,CN10Y
2005-04-19,899.77,,,,399967,中证军工,CNY,CN10Y
2005-04-20,875.88,,,,399967,中证军工,CNY,CN10Y
2005-04-21,871.63,,,,399967,中证军工,CNY,CN10Y
2005-04-22,860.95,,,,399967,中证军工,CNY,CN10Y
2005-04-25,847.18,,,,399967,中证军工,CNY,CN10Y
2005-04-26,858.47,,,,399967,中证军工,CNY,CN10Y
2005-04-27,853.79,,,,399967,中证军工,CNY,CN10Y
2005-04-28,876.99,,,,399967,中证军工,CNY,CN10Y
2005-04-29,868.24,,,,399967,中证军工,CNY,CN10Y
2005-05-09,835.25,,,,399967,中证军工,CNY,CN10Y
2005-05-10,840.79,,,,399967,中证军工,CNY,CN10Y
2005-05-11,837.71,,,,399967,中证军工,CNY,CN10Y
2005-05-12,831.22,,,,399967,中证军工,CNY,CN10Y
2005-05-13,835.1,,,,399967,中证军工,CNY,CN10Y
2005-05-16,826.1,,,,399967,中证军工,CNY,CN10Y
2005-05-17,833.67,,,,399967,中证军工,CNY,CN10Y
2005-05-18,838.89,,,,399967,中证军工,CNY,CN10Y
2005-05-19,845.57,,,,399967,中证军工,CNY,CN10Y
2005-05-20,842.92,,,,399967,中证军工,CNY,CN10Y
2005-05-23,824.99,,,,399967,中证军工,CNY,CN10Y
2005-05-24,836.81,,,,399967,中证军工,CNY,CN10Y
2005-05-25,836.14,,,,399967,中证军工,CNY,CN10Y
2005-05-26,826.24,,,,399967,中证军工,CNY,CN10Y
2005-05-27,816.33,,,,399967,中证军工,CNY,CN10Y
2005-05-30,822.82,,,,399967,中证军工,CNY,CN10Y
2005-05-31,824.8,,,,399967,中证军工,CNY,CN10Y
2005-06-01,803.03,,,,399967,中证军工,CNY,CN10Y
2005-06-02,789.11,,,,399967,中证军工,CNY,CN10Y
2005-06-03,783.91,,,,399967,中证军工,CNY,CN10Y
2005-06-06,796.78,,,,399967,中证军工,CNY,CN10Y
2005-06-07,796.96,,,,399967,中证军工,CNY,CN10Y
2005-06-08,860.98,,,,399967,中证军工,CNY,CN10Y
2005-06-09,869.38,,,,399967,中证军工,CNY,CN10Y
2005-06-10,854.31,,,,399967,中证军工,CNY,CN10Y
2005-06-13,858.82,,,,399967,中证军工,CNY,CN10Y
