日期,收盘点位,市值(港币),PE-TTM等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2020-10-20,=7644.4800,=16912455111760.2207,=45.2144,=0.6552,=45.1181,=43.0660,=41.4612
2020-10-19,=7570.7100,=16806465442309.6602,=44.5274,=0.6316,=45.7255,=43.0531,=41.0752
2020-10-16,=7604.6100,=16753379229422.9492,=44.3086,=0.5357,=45.7255,=43.0402,=41.0752
2020-10-15,=7541.0400,=16466134712007.4492,=44.2527,=0.5091,=45.7255,=43.0289,=41.0752
2020-10-14,=7819.8400,=17157153963284.8965,=46.0010,=0.7222,=45.7255,=43.0176,=41.0752
2020-10-13,,,=45.3472,,,,
2020-10-12,=7748.8500,=16818680797835.1035,=45.3472,=0.6792,=45.7255,=42.8619,=41.0752
2020-10-09,=7503.2700,=16364015283290.3301,=43.9100,=0.5000,=46.1115,=42.7061,=40.9844
2020-10-08,=7511.1100,=16348754422264.8594,=44.4898,=0.6275,=46.1115,=42.8394,=40.9844
2020-10-07,=7494.5900,=16347046444928.0508,=44.2350,=0.5200,=46.1115,=42.6612,=40.9844
2020-10-06,=7336.3500,=15987868353557.9961,=43.2472,=0.3265,=46.1115,=42.6301,=40.9844
2020-10-05,=7092.0600,=15848209605988.6230,=41.0238,=0.0625,=46.1115,=42.6612,=40.9844
2020-09-30,=7087.6400,=15551271851697.7207,=41.7977,=0.1915,=46.8104,=42.8636,=40.9844
2020-09-29,=6977.3000,=15222057488123.3691,=40.9699,=0.0870,=46.8104,=43.0660,=41.0752
2020-09-28,=6978.5900,=15189673426237.8496,=40.4767,=0.0444,=46.8104,=43.1274,=41.4612
2020-09-25,=6918.7700,=14984075094701.8086,=40.4062,=0,=46.8104,=43.1889,=41.5611
2020-09-24,=7054.2800,=15161073847875.5254,=41.5740,=0.0698,=46.8104,=43.1903,=41.7064
2020-09-23,=7298.6200,=15547096893455.8145,=43.0207,=0.2857,=47.3469,=43.1918,=41.7064
2020-09-22,=7233.3200,=15405315858884.3906,=42.7499,=0.2195,=47.3469,=43.2018,=41.7064
2020-09-21,=7195.7500,=15361241796000.9434,=42.8984,=0.2250,=47.3469,=43.2117,=41.7064
2020-09-18,=7371.8200,=15697501138216.5195,=44.0885,=0.5128,=47.3469,=43.2119,=41.7064
2020-09-17,=7301.5600,=15616600213645.7734,=43.4903,=0.3158,=47.3469,=43.2117,=41.7064
2020-09-16,=7430.0900,=15943590958650.8398,=44.1016,=0.4595,=47.9257,=43.2688,=41.5611
2020-09-15,=7348.7200,=15720945021975.4297,=44.0454,=0.4444,=47.9257,=43.3259,=41.5611
2020-09-14,=7317.3100,=15726437791480.5898,=43.0775,=0.2857,=47.9257,=43.6820,=41.5611
2020-09-11,=7178.2700,=15496893052525.7598,=42.3281,=0.1765,=47.9257,=44.0380,=41.5611
2020-09-10,=6999.7200,=15210764627364.1406,=41.1611,=0.0606,=47.9257,=44.0995,=41.7064
2020-09-09,=7015.6400,=15197687994137.6895,=41.6958,=0.0625,=48.3826,=44.1610,=41.7064
2020-09-08,=7123.2800,=15480576974595.1465,=42.5177,=0.1613,=48.3826,=44.4240,=42.2095
2020-09-07,=7240.9600,=15545402578293.1797,=43.8500,=0.2667,=48.3826,=44.6870,=42.4801
2020-09-04,=7588.0200,=15992590991498.6602,=46.4051,=0.5862,=48.3826,=44.8157,=42.4801
2020-09-03,=7706.0600,=16445373234633.8203,=46.9043,=0.6071,=48.3826,=44.6870,=42.4801
2020-09-02,=7909.3900,=16856854245015.1133,=47.9552,=0.6667,=48.5560,=44.4240,=42.2095
2020-09-01,=7674.7100,=16438907504564.4219,=47.2731,=0.6538,=48.5560,=44.1610,=42.2095
2020-08-31,=7543.8600,=16259127267835.7344,=46.1407,=0.6400,=48.5560,=44.0995,=42.2095
2020-08-28,=7580.9000,=16278602130930.0859,=49.1092,=0.7917,=48.5560,=44.0380,=42.2095
2020-08-27,=7540.8600,=16543296933845.1934,=48.7241,=0.7826,=48.3826,=43.6820,=42.2095
2020-08-26,=7275.4400,=16298789567360.0137,=47.6896,=0.7273,=49.2567,=43.3259,=41.5611
2020-08-25,=7223.6700,=15897365638593.6777,=48.3474,=0.7619,=49.2567,=43.2688,=41.5611
2020-08-24,=7329.9100,=15913922712190.9063,=41.4048,=0.1500,=49.2567,=43.2117,=41.5611
2020-08-21,=7168.8700,=15200561126941.0996,=40.5262,=0.0526,=49.2567,=43.2688,=42.2095
2020-08-20,=7167.6000,=15078619711721.8496,=40.5976,=0,=49.2567,=43.3259,=42.4801
2020-08-19,=7150.4100,=15035113572217.2500,=40.9169,=0,=49.9145,=43.6820,=42.4801
2020-08-18,=7196.0100,=15010432736158.5293,=56.6380,=1,=49.9145,=44.0380,=42.5632
2020-08-17,=7075.0300,=14535608354820.6895,=50.1711,=1,=49.2567,=43.6820,=42.5632
2020-08-14,=7038.2600,=14626153048733.4727,=49.0583,=1,=44.9444,=43.3259,=42.5632
2020-08-13,=7031.8100,=14657349796563.2598,=49.9189,=0.9231,=44.6870,=43.2688,=42.5632
2020-08-12,=7010.7200,=14630428970622.8164,=50.6191,=1,=44.6870,=43.2117,=42.4801
2020-08-11,=7129.8400,=14637743321050.8125,=43.0539,=0.2727,=44.1610,=43.1388,=42.4801
2020-08-10,=7176.1700,=14543561302746.5391,=42.6775,=0.1000,=44.1610,=43.2117,=42.4801
2020-08-07,=7386.6600,=15023196061105.3105,=43.8069,=0.5556,=44.1610,=43.2688,=42.6612
2020-08-06,=7576.8400,=15543789771506.5664,=44.8120,=1,=44.1610,=43.2117,=42.6612
2020-08-05,=7547.2000,=15536149398843.3770,=44.5730,=1,=44.1610,=43.1388,=42.4801
2020-08-04,=7436.5900,=15344706443065.9258,=44.0302,=1,=44.0380,=43.0660,=42.4801
2020-08-03,=7292.4500,=14907831136975.2852,=43.2948,=1,=43.2117,=42.8636,=42.4801
2020-07-31,=7155.0300,=14755386433513.3105,=42.3716,=0.7500,=43.0660,=42.6612,=42.4801
2020-07-30,=7100.2100,=14726711400457.4707,=41.9291,=0.3333,=42.6612,=42.5706,=42.4801
2020-07-29,=7085.1500,=14720424670283.7891,=42.6428,=1,=43.2117,=42.6612,=41.5611
2020-07-28,=7012.6200,=14743081164082.4414,=42.1215,=1,=42.6612,=42.1111,=41.5611
2020-07-27,=6774.7800,=14266416361848.4883,=41.0287,,=41.5611,=41.5611,=41.5611

数据来源于：理杏仁网站(lixinger.com)
