Date,IndexClose,Bond_Yield_10Y,PE,ERP,IndexCode,IndexName,Currency,BondCode
2005-04-08,985.73,,,,930598,稀土产业,CNY,CN10Y
2006-03-01,,0.0289999999999999,,,930598,稀土产业,CNY,CN10Y
2006-03-02,,0.0289999999999999,,,930598,稀土产业,CNY,CN10Y
2006-03-03,,0.0287,,,930598,稀土产业,CNY,CN10Y
2006-03-06,,0.0293,,,930598,稀土产业,CNY,CN10Y
2006-03-07,,0.0289999999999999,,,930598,稀土产业,CNY,CN10Y
2006-03-08,,0.0288,,,930598,稀土产业,CNY,CN10Y
2006-03-09,,0.0288,,,930598,稀土产业,CNY,CN10Y
2006-03-10,,0.0289,,,930598,稀土产业,CNY,CN10Y
2006-03-13,,0.0289999999999999,,,930598,稀土产业,CNY,CN10Y
2006-03-14,,0.0289999999999999,,,930598,稀土产业,CNY,CN10Y
2006-03-15,,0.0291,,,930598,稀土产业,CNY,CN10Y
2006-03-16,,0.0291,,,930598,稀土产业,CNY,CN10Y
2006-03-17,,0.0292,,,930598,稀土产业,CNY,CN10Y
2006-03-20,,0.0293,,,930598,稀土产业,CNY,CN10Y
2006-03-21,,0.0292,,,930598,稀土产业,CNY,CN10Y
2006-03-22,,0.0293,,,930598,稀土产业,CNY,CN10Y
2006-03-23,,0.02912,,,930598,稀土产业,CNY,CN10Y
2006-03-24,,0.0289999999999999,,,930598,稀土产业,CNY,CN10Y
2006-03-27,,0.0292,,,930598,稀土产业,CNY,CN10Y
2006-03-28,,0.0292,,,930598,稀土产业,CNY,CN10Y
2006-03-29,,0.0294,,,930598,稀土产业,CNY,CN10Y
2006-03-30,,0.0294,,,930598,稀土产业,CNY,CN10Y
2006-03-31,,0.0294,,,930598,稀土产业,CNY,CN10Y
2006-04-03,,0.0292,,,930598,稀土产业,CNY,CN10Y
2006-04-04,,0.0292,,,930598,稀土产业,CNY,CN10Y
2006-04-05,,0.0291,,,930598,稀土产业,CNY,CN10Y
2006-04-06,,0.0294,,,930598,稀土产业,CNY,CN10Y
2006-04-07,,0.029291,,,930598,稀土产业,CNY,CN10Y
2006-04-10,,0.0293,,,930598,稀土产业,CNY,CN10Y
2006-04-11,,0.0297,,,930598,稀土产业,CNY,CN10Y
2006-04-12,,0.0298,,,930598,稀土产业,CNY,CN10Y
2006-04-13,,0.029405,,,930598,稀土产业,CNY,CN10Y
2006-04-14,,0.0295,,,930598,稀土产业,CNY,CN10Y
2006-04-17,,0.0294,,,930598,稀土产业,CNY,CN10Y
2006-04-18,,0.0301,,,930598,稀土产业,CNY,CN10Y
2006-04-19,,0.0301,,,930598,稀土产业,CNY,CN10Y
2006-04-20,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-04-21,,0.03048,,,930598,稀土产业,CNY,CN10Y
2006-04-24,,0.0305,,,930598,稀土产业,CNY,CN10Y
2006-04-25,,0.0306,,,930598,稀土产业,CNY,CN10Y
2006-04-26,,0.0305,,,930598,稀土产业,CNY,CN10Y
2006-04-27,,0.0301,,,930598,稀土产业,CNY,CN10Y
2006-04-28,,0.0301,,,930598,稀土产业,CNY,CN10Y
2006-04-29,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-04-30,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-08,,0.0302,,,930598,稀土产业,CNY,CN10Y
2006-05-09,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-10,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-11,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-12,,0.0302,,,930598,稀土产业,CNY,CN10Y
2006-05-15,,0.0302999999999999,,,930598,稀土产业,CNY,CN10Y
2006-05-16,,0.0302,,,930598,稀土产业,CNY,CN10Y
2006-05-17,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-18,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-19,,0.0299,,,930598,稀土产业,CNY,CN10Y
2006-05-22,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-23,,0.0302,,,930598,稀土产业,CNY,CN10Y
2006-05-24,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-25,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-26,,0.03,,,930598,稀土产业,CNY,CN10Y
2006-05-29,,0.0302999999999999,,,930598,稀土产业,CNY,CN10Y
2006-05-30,,0.0302,,,930598,稀土产业,CNY,CN10Y
