Date,IndexClose,Bond_Yield_10Y,PE,ERP,IndexCode,IndexName,Currency,BondCode
2005-04-08,704.75,,,,000069,消费80,CNY,CN10Y
2005-04-11,703.66,,,,000069,消费80,CNY,CN10Y
2005-04-12,690.56,,,,000069,消费80,CNY,CN10Y
2005-04-13,710.64,,,,000069,消费80,CNY,CN10Y
2005-04-14,702.29,,,,000069,消费80,CNY,CN10Y
2005-04-15,687.99,,,,000069,消费80,CNY,CN10Y
2005-04-18,675.26,,,,000069,消费80,CNY,CN10Y
2005-04-19,677.54,,,,000069,消费80,CNY,CN10Y
2005-04-20,666.49,,,,000069,消费80,CNY,CN10Y
2005-04-21,658.45,,,,000069,消费80,CNY,CN10Y
2005-04-22,654.51,,,,000069,消费80,CNY,CN10Y
2005-04-25,653.66,,,,000069,消费80,CNY,CN10Y
2005-04-26,667.83,,,,000069,消费80,CNY,CN10Y
2005-04-27,659.17,,,,000069,消费80,CNY,CN10Y
2005-04-28,672.38,,,,000069,消费80,CNY,CN10Y
2005-04-29,663.19,,,,000069,消费80,CNY,CN10Y
2005-05-09,648.57,,,,000069,消费80,CNY,CN10Y
2005-05-10,651.59,,,,000069,消费80,CNY,CN10Y
2005-05-11,645.86,,,,000069,消费80,CNY,CN10Y
2005-05-12,640.25,,,,000069,消费80,CNY,CN10Y
2005-05-13,642.93,,,,000069,消费80,CNY,CN10Y
2005-05-16,638.11,,,,000069,消费80,CNY,CN10Y
2005-05-17,647.82,,,,000069,消费80,CNY,CN10Y
2005-05-18,650.16,,,,000069,消费80,CNY,CN10Y
2005-05-19,649.21,,,,000069,消费80,CNY,CN10Y
2005-05-20,645.56,,,,000069,消费80,CNY,CN10Y
2005-05-23,630.54,,,,000069,消费80,CNY,CN10Y
2005-05-24,637.37,,,,000069,消费80,CNY,CN10Y
2005-05-25,637.8,,,,000069,消费80,CNY,CN10Y
2005-05-26,627.27,,,,000069,消费80,CNY,CN10Y
2005-05-27,623.11,,,,000069,消费80,CNY,CN10Y
2005-05-30,626.31,,,,000069,消费80,CNY,CN10Y
2005-05-31,626.17,,,,000069,消费80,CNY,CN10Y
2005-06-01,614.79,,,,000069,消费80,CNY,CN10Y
2005-06-02,601.51,,,,000069,消费80,CNY,CN10Y
2005-06-03,598.45,,,,000069,消费80,CNY,CN10Y
2005-06-06,610.41,,,,000069,消费80,CNY,CN10Y
2005-06-07,612.93,,,,000069,消费80,CNY,CN10Y
2005-06-08,660.91,,,,000069,消费80,CNY,CN10Y
2005-06-09,665.54,,,,000069,消费80,CNY,CN10Y
2005-06-10,650.73,,,,000069,消费80,CNY,CN10Y
2005-06-13,653.89,,,,000069,消费80,CNY,CN10Y
2005-06-14,641.46,,,,000069,消费80,CNY,CN10Y
2005-06-15,625.27,,,,000069,消费80,CNY,CN10Y
2005-06-16,633.27,,,,000069,消费80,CNY,CN10Y
2005-06-17,632.17,,,,000069,消费80,CNY,CN10Y
2005-06-20,651.93,,,,000069,消费80,CNY,CN10Y
2005-06-21,644.73,,,,000069,消费80,CNY,CN10Y
2005-06-22,645.82,,,,000069,消费80,CNY,CN10Y
2005-06-23,639.6,,,,000069,消费80,CNY,CN10Y
2005-06-24,641.96,,,,000069,消费80,CNY,CN10Y
2005-06-27,658.38,,,,000069,消费80,CNY,CN10Y
2005-06-28,648.63,,,,000069,消费80,CNY,CN10Y
2005-06-29,647.64,,,,000069,消费80,CNY,CN10Y
2005-06-30,631.92,,,,000069,消费80,CNY,CN10Y
2005-07-01,614.6,,,,000069,消费80,CNY,CN10Y
2005-07-04,607.15,,,,000069,消费80,CNY,CN10Y
2005-07-05,605.21,,,,000069,消费80,CNY,CN10Y
2005-07-06,601.18,,,,000069,消费80,CNY,CN10Y
2005-07-07,602.58,,,,000069,消费80,CNY,CN10Y
2005-07-08,593.22,,,,000069,消费80,CNY,CN10Y
2005-07-11,590.35,,,,000069,消费80,CNY,CN10Y
2005-07-12,610.69,,,,000069,消费80,CNY,CN10Y
2005-07-13,605.25,,,,000069,消费80,CNY,CN10Y
2005-07-14,605.77,,,,000069,消费80,CNY,CN10Y
2005-07-15,596.59,,,,000069,消费80,CNY,CN10Y
2005-07-18,586.9,,,,000069,消费80,CNY,CN10Y
2005-07-19,586.88,,,,000069,消费80,CNY,CN10Y
2005-07-20,588.48,,,,000069,消费80,CNY,CN10Y
2005-07-21,585.72,,,,000069,消费80,CNY,CN10Y
2005-07-22,598.2,,,,000069,消费80,CNY,CN10Y
2005-07-25,594.57,,,,000069,消费80,CNY,CN10Y
2005-07-26,608.0,,,,000069,消费80,CNY,CN10Y
2005-07-27,621.93,,,,000069,消费80,CNY,CN10Y
2005-07-28,620.74,,,,000069,消费80,CNY,CN10Y
2005-07-29,619.48,,,,000069,消费80,CNY,CN10Y
2005-08-01,624.06,,,,000069,消费80,CNY,CN10Y
2005-08-02,630.34,,,,000069,消费80,CNY,CN10Y
2005-08-03,634.91,,,,000069,消费80,CNY,CN10Y
2005-08-04,630.84,,,,000069,消费80,CNY,CN10Y
2005-08-05,649.38,,,,000069,消费80,CNY,CN10Y
2005-08-08,654.02,,,,000069,消费80,CNY,CN10Y
2005-08-09,658.88,,,,000069,消费80,CNY,CN10Y
2005-08-10,664.31,,,,000069,消费80,CNY,CN10Y
2005-08-11,670.34,,,,000069,消费80,CNY,CN10Y
2005-08-12,662.11,,,,000069,消费80,CNY,CN10Y
2005-08-15,675.74,,,,000069,消费80,CNY,CN10Y
2005-08-16,676.7,,,,000069,消费80,CNY,CN10Y
2005-08-17,683.09,,,,000069,消费80,CNY,CN10Y
2005-08-18,661.11,,,,000069,消费80,CNY,CN10Y
2005-08-19,660.42,,,,000069,消费80,CNY,CN10Y
2005-08-22,666.08,,,,000069,消费80,CNY,CN10Y
2005-08-23,660.73,,,,000069,消费80,CNY,CN10Y
2005-08-24,667.21,,,,000069,消费80,CNY,CN10Y
2005-08-25,669.7,,,,000069,消费80,CNY,CN10Y
2005-08-26,669.22,,,,000069,消费80,CNY,CN10Y
2005-08-29,661.92,,,,000069,消费80,CNY,CN10Y
2005-08-30,660.97,,,,000069,消费80,CNY,CN10Y
2005-08-31,674.36,,,,000069,消费80,CNY,CN10Y
2005-09-01,686.01,,,,000069,消费80,CNY,CN10Y
2005-09-02,690.01,,,,000069,消费80,CNY,CN10Y
2005-09-05,697.81,,,,000069,消费80,CNY,CN10Y
2005-09-06,682.44,,,,000069,消费80,CNY,CN10Y
2005-09-07,697.01,,,,000069,消费80,CNY,CN10Y
2005-09-08,697.01,,,,000069,消费80,CNY,CN10Y
2005-09-09,693.5,,,,000069,消费80,CNY,CN10Y
2005-09-12,694.12,,,,000069,消费80,CNY,CN10Y
2005-09-13,705.97,,,,000069,消费80,CNY,CN10Y
